comparison,target_model,reference_model,domain,resolution,variable_group,variable,row_label,level_hpa,lead_hour,lead_label,rmse_improvement_pct
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 850,850,240,D10,-7.185
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 250,250,24,D1,-13.466
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 250,250,48,D2,-16.999
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 250,250,72,D3,-20.75
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 250,250,96,D4,-22.717
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 250,250,120,D5,-23.106
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 250,250,144,D6,-21.045
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 250,250,168,D7,-17.521
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 250,250,192,D8,-13.894
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 250,250,216,D9,-11.703
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 250,250,240,D10,-10.302
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 500,500,24,D1,-14.303
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 500,500,48,D2,-15.748
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 500,500,72,D3,-17.551
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 500,500,96,D4,-19.122
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 500,500,120,D5,-17.562
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 500,500,144,D6,-16.263
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 500,500,168,D7,-12.842
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 500,500,192,D8,-11.289
