comparison,target_model,reference_model,domain,resolution,variable_group,variable,row_label,level_hpa,lead_hour,lead_label,rmse_improvement_pct
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 500,500,240,D10,-3.318
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 850,850,24,D1,-2.846
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 850,850,48,D2,-4.264
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 850,850,72,D3,-5.17
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 850,850,96,D4,-6.279
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 850,850,120,D5,-6.365
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 850,850,144,D6,-5.673
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 850,850,168,D7,-5.698
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 850,850,192,D8,-4.828
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 850,850,216,D9,-2.888
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 850,850,240,D10,-2.054
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 250,250,24,D1,-0.317
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 250,250,48,D2,-0.683
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 250,250,72,D3,-0.783
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 250,250,96,D4,-1.056
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 250,250,120,D5,-1.032
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 250,250,144,D6,-1.002
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 250,250,168,D7,-1.089
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 250,250,192,D8,-1.065
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 250,250,216,D9,-0.809
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 250,250,240,D10,-0.853
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 500,500,24,D1,-1.637
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 500,500,48,D2,-3.162
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 500,500,72,D3,-4.576
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 500,500,96,D4,-5.754
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 500,500,120,D5,-6.155
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 500,500,144,D6,-6.27
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 500,500,168,D7,-6.43
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 500,500,192,D8,-5.977
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 500,500,216,D9,-5.515
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 500,500,240,D10,-4.965
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 850,850,24,D1,-3.674
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 850,850,48,D2,-4.104
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 850,850,72,D3,-4.361
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 850,850,96,D4,-4.8
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 850,850,120,D5,-4.999
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 850,850,144,D6,-4.384
